allegation_id,race,allegation_category_id,judge,settlement_num
86838,"",48,Bucklo,30000
86838,"",48,Bucklo,30000
86839,Hispanic,204,Norgle,23000
86839,Hispanic,204,Norgle,23000
86839,Hispanic,204,Norgle,23000
86842,Hispanic,156,Gettleman,5000
86842,"",156,Gettleman,5000
86842,"",156,Gettleman,5000
86845,Black,98,Feinerman,40000
86845,Black,98,Feinerman,40000
86845,Black,98,Feinerman,40000
86845,Black,98,Feinerman,40000
86845,Black,98,Feinerman,40000
86845,Black,98,Feinerman,40000
86845,Black,98,Feinerman,40000
86845,Black,98,Feinerman,40000
86848,Hispanic,103,Lee,40000
86848,Hispanic,103,Lee,40000
86849,White,112,Bucklo,100000
86849,White,98,Bucklo,100000
86849,White,98,Bucklo,100000
86849,White,112,Bucklo,100000
86849,White,98,Bucklo,100000
86849,White,98,Bucklo,100000
86849,White,112,Bucklo,100000
86849,White,98,Bucklo,100000
86849,White,98,Bucklo,100000
86849,White,112,Bucklo,100000
86849,White,98,Bucklo,100000
86849,White,98,Bucklo,100000
86849,White,112,Bucklo,100000
86849,White,98,Bucklo,100000
86849,White,98,Bucklo,100000
86849,White,112,Bucklo,100000
86849,White,98,Bucklo,100000
86849,White,98,Bucklo,100000
86849,White,112,Bucklo,100000
86849,White,98,Bucklo,100000
86849,White,98,Bucklo,100000
86849,White,112,Bucklo,100000
86849,White,98,Bucklo,100000
86849,White,98,Bucklo,100000
86851,Black,204,Bucklo,29000
86851,Black,204,Bucklo,29000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86853,Hispanic,109,Cox,80000
86856,Black,208,Tharp,50000
86856,Black,208,Tharp,50000
86856,Black,208,Tharp,50000
86856,Black,208,Tharp,50000
86860,Black,204,Kocoras,400000
86860,Black,204,Kocoras,400000
86860,Black,204,Kocoras,400000
86860,Black,204,Kocoras,400000
86860,Black,204,Kocoras,400000
86860,Black,204,Kocoras,400000
86860,Black,204,Kocoras,400000
86860,Black,204,Kocoras,400000
86861,Black,108,Coleman,2642
86861,Black,108,Coleman,2642
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86862,Hispanic,98,Norgle Sr.,15000
86863,Black,99,Dow,20000
86863,Black,99,Dow,20000
86863,Black,99,Dow,20000
86863,Black,99,Dow,20000
86875,Black,96,Shadur,18000
86875,Black,96,Shadur,18000
86876,Black,107,Guzman,95000
86876,Black,214,Guzman,95000
86876,Black,107,Guzman,95000
86876,Black,214,Guzman,95000
86876,Black,107,Guzman,95000
86876,Black,214,Guzman,95000
86876,Black,107,Guzman,95000
86876,Black,214,Guzman,95000
86876,Black,107,Guzman,95000
86876,Black,214,Guzman,95000
86876,Black,107,Guzman,95000
86876,Black,214,Guzman,95000
86876,Black,107,Guzman,95000
86876,Black,214,Guzman,95000
86876,Black,107,Guzman,95000
86876,Black,214,Guzman,95000
86876,Black,107,Guzman,95000
86876,Black,214,Guzman,95000
86876,Black,107,Guzman,95000
86876,Black,214,Guzman,95000
86878,Black,70,Darrah,80000
86879,White,194,Grady,30000
86882,Black,204,Der-Yeghiayan,92501
86882,Black,204,Der-Yeghiayan,92501
86882,Black,204,Der-Yeghiayan,92501
86889,Black,98,Leinenweber,8273
86889,Black,98,Leinenweber,8273
86889,Black,98,Leinenweber,8273
86889,Black,98,Leinenweber,8273
86891,Black,98,Dow Jr.,1000
86891,Black,98,Dow Jr.,1000
86891,Black,98,Dow Jr.,1000
86891,Black,98,Dow Jr.,1000
86891,Black,98,Dow Jr.,1000
86891,Black,98,Dow Jr.,1000
86891,Black,98,Dow Jr.,1000
86891,Black,98,Dow Jr.,1000
86892,Black,205,Feinerman,117000
86892,Black,205,Feinerman,117000
86893,Hispanic,194,Lindberg,50000
86893,Hispanic,194,Lindberg,50000
86893,Hispanic,194,Lindberg,50000
86893,Hispanic,194,Lindberg,50000
86893,Hispanic,194,Lindberg,50000
86893,Hispanic,194,Lindberg,50000
86899,Black,98,Feinerman,20000
86899,Black,98,Feinerman,20000
86899,Black,98,Feinerman,20000
86899,Black,98,Feinerman,20000
86899,Black,98,Feinerman,20000
86899,Black,98,Feinerman,20000
86899,Black,98,Feinerman,20000
86899,Black,98,Feinerman,20000
86899,Black,98,Feinerman,20000
86899,Black,98,Feinerman,20000
86899,Black,98,Feinerman,20000
86899,Black,98,Feinerman,20000
86899,Black,98,Feinerman,20000
86899,Black,98,Feinerman,20000
86899,Black,98,Feinerman,20000
86899,Black,98,Feinerman,20000
86899,Black,98,Feinerman,20000
86899,Black,98,Feinerman,20000
86902,Black,72,Norgle Sr.,1500
86902,Black,72,Norgle Sr.,1500
86903,Black,204,Gottschall,3000
86903,Black,204,Gottschall,3000
86905,Black,71,Kennelly,99999
86905,Black,71,Kennelly,99999
86905,Black,71,Kennelly,99999
86905,Black,71,Kennelly,99999
86905,Black,71,Kennelly,99999
86905,Black,71,Kennelly,99999
86905,Black,71,Kennelly,99999
86905,Black,71,Kennelly,99999
86908,White,108,Pallmeyer,2500
86908,White,108,Pallmeyer,2500
86908,White,108,Pallmeyer,2500
86908,White,108,Pallmeyer,2500
86908,White,108,Pallmeyer,2500
86908,White,108,Pallmeyer,2500
86910,Black,109,Bucklo,5000
86910,Black,109,Bucklo,5000
86910,Black,109,Bucklo,5000
86910,Black,109,Bucklo,5000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86911,Black,72,Pallmeyer,40000
86912,Black,72,Kennelly,4246300
86912,Black,72,Kennelly,4246300
86913,White,194,Der-Yeghiayan,1000
86914,Black,204,Castillo,7500
86914,Black,204,Castillo,7500
86917,Asian/Pacific Islander,208,Darrah,750000
86917,Asian/Pacific Islander,208,Darrah,750000
86918,White,204,Dow,100000
86918,White,204,Dow,100000
86918,White,204,Dow,100000
86918,White,204,Dow,100000
86920,White,204,Dow,1500
86920,White,204,Dow,1500
86921,"",202,Bucklo,15000
86921,"",202,Bucklo,15000
86923,White,140,Mason,100000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86927,Black,98,Norgle,50000
86929,Black,208,Grady,50000
86929,Black,208,Grady,50000
86930,Black,98,Chang,950
86930,Black,98,Chang,950
86930,Black,98,Chang,950
86930,Black,98,Chang,950
86930,Black,98,Chang,950
86930,Black,98,Chang,950
86930,Black,98,Chang,950
86930,Black,98,Chang,950
86930,Black,98,Chang,950
86930,Black,98,Chang,950
86930,Black,98,Chang,950
86930,Black,98,Chang,950
86930,Black,98,Chang,950
86930,Black,98,Chang,950
86930,Black,98,Chang,950
86930,Black,98,Chang,950
86930,Black,98,Chang,950
86930,Black,98,Chang,950
86931,Black,32,Kennelly,1300000
86931,Black,32,Kennelly,1300000
86936,Black,99,Grady,30000
86936,Black,99,Grady,30000
86936,Black,99,Grady,30000
86936,Black,99,Grady,30000
86936,Black,99,Grady,30000
86936,Black,99,Grady,30000
86936,Black,99,Grady,30000
86936,Black,99,Grady,30000
86936,Black,99,Grady,30000
86936,Black,99,Grady,30000
86936,Black,99,Grady,30000
86936,Black,99,Grady,30000
86939,White,144,Dow,51000
86940,White,208,Pallmeyer,35395
86940,White,208,Pallmeyer,35395
86942,Black,204,Guzman,40000
86942,Black,204,Guzman,40000
86946,Black,136,Kennelly,25000
86946,Black,136,Kennelly,25000
86946,Black,136,Kennelly,25000
86946,Black,136,Kennelly,25000
86947,Black,99,Manning,20000
86947,Black,99,Manning,20000
86947,Black,99,Manning,20000
86947,Black,99,Manning,20000
86950,Black,204,"",5000
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86951,Black,98,Leinenweber,67500
86952,Black,144,"",75000
86955,Black,98,Feinerman,25000
86955,Black,98,Feinerman,25000
86955,Black,98,Feinerman,25000
86955,Black,98,Feinerman,25000
86955,Black,98,Feinerman,25000
86955,Black,98,Feinerman,25000
86955,Black,98,Feinerman,25000
86955,Black,98,Feinerman,25000
86955,Black,98,Feinerman,25000
86955,Black,98,Feinerman,25000
86956,White,70,Grady,2500
86956,White,70,Grady,2500
86957,Hispanic,99,Kathy M. Flanagan,5000
86957,Hispanic,31,Kathy M. Flanagan,5000
86957,Hispanic,99,Kathy M. Flanagan,5000
86957,Hispanic,31,Kathy M. Flanagan,5000
86957,Hispanic,99,Kathy M. Flanagan,5000
86957,Hispanic,31,Kathy M. Flanagan,5000
86957,Hispanic,99,Kathy M. Flanagan,5000
86957,Hispanic,31,Kathy M. Flanagan,5000
86957,Hispanic,99,Kathy M. Flanagan,5000
86957,Hispanic,31,Kathy M. Flanagan,5000
86957,Hispanic,99,Kathy M. Flanagan,5000
86957,Hispanic,31,Kathy M. Flanagan,5000
86959,Black,98,Elizabeth M. Budzinski,30000
86959,Black,98,Elizabeth M. Budzinski,30000
86959,Black,98,Elizabeth M. Budzinski,30000
86959,Black,98,Elizabeth M. Budzinski,30000
86959,Black,98,Elizabeth M. Budzinski,30000
86959,Black,98,Elizabeth M. Budzinski,30000
86961,Black,75,John P. Callahan,37500
86961,Black,75,John P. Callahan,37500
86962,Black,204,Jeffrey Lawrence,43000
86962,Black,204,Jeffrey Lawrence,43000
86962,Black,204,Jeffrey Lawrence,43000
86965,Black,98,Lefkow,1500
86965,Black,98,Lefkow,1500
86965,Black,98,Lefkow,1500
86965,Black,98,Lefkow,1500
86965,Black,98,Lefkow,1500
86965,Black,98,Lefkow,1500
86971,White,99,Gottschall,10000
86971,White,99,Gottschall,10000
86971,White,99,Gottschall,10000
86971,White,99,Gottschall,10000
86971,White,99,Gottschall,10000
86971,White,99,Gottschall,10000
86971,White,99,Gottschall,10000
86971,White,99,Gottschall,10000
86971,White,99,Gottschall,10000
86971,White,99,Gottschall,10000
86971,White,99,Gottschall,10000
86971,White,99,Gottschall,10000
86971,White,99,Gottschall,10000
86971,White,99,Gottschall,10000
86971,White,99,Gottschall,10000
86971,White,99,Gottschall,10000
86971,White,99,Gottschall,10000
86971,White,99,Gottschall,10000
86971,White,99,Gottschall,10000
86971,White,99,Gottschall,10000
86972,Black,70,Kocoras,75000
86972,Black,70,Kocoras,75000
86974,Black,194,Bucklo,99000
86974,Black,194,Bucklo,99000
86976,Black,204,Bucklo,25000
86977,Black,194,Guzman,90000
86977,Black,194,Guzman,90000
86978,White,72,Lefkow,6000
86978,White,72,Lefkow,6000
86981,White,75,St. Eve,16250
86983,Black,204,Guzman,80000
86983,Black,204,Guzman,80000
86985,Black,92,Guzman,15002
86985,Black,92,Guzman,15002
86985,Black,92,Guzman,15002
86985,Black,92,Guzman,15002
86987,Black,75,Brown,400000
86987,Black,75,Brown,400000
86992,White,204,Tharp Jr.,15000
86992,White,204,Tharp Jr.,15000
86994,Black,92,Darrah,99000
86994,Black,92,Darrah,99000
86998,White,70,Coleman,100000
86998,White,70,Coleman,100000
86999,Black,204,Durkin,125000
86999,Black,204,Durkin,125000
86999,Black,204,Durkin,125000
87001,Black,31,Leinenweber,100000
87001,Black,99,Leinenweber,100000
87001,Black,99,Leinenweber,100000
87001,Black,105,Leinenweber,100000
87001,Black,31,Leinenweber,100000
87001,Black,99,Leinenweber,100000
87001,Black,99,Leinenweber,100000
87001,Black,105,Leinenweber,100000
87001,Black,31,Leinenweber,100000
87001,Black,99,Leinenweber,100000
87001,Black,99,Leinenweber,100000
87001,Black,105,Leinenweber,100000
87001,Black,31,Leinenweber,100000
87001,Black,99,Leinenweber,100000
87001,Black,99,Leinenweber,100000
87001,Black,105,Leinenweber,100000
87001,Black,31,Leinenweber,100000
87001,Black,99,Leinenweber,100000
87001,Black,99,Leinenweber,100000
87001,Black,105,Leinenweber,100000
87001,Black,31,Leinenweber,100000
87001,Black,99,Leinenweber,100000
87001,Black,99,Leinenweber,100000
87001,Black,105,Leinenweber,100000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87002,Black,98,Kennelly,30000
87003,Black,194,Marovich,60000
87006,Hispanic,98,Kim,88000
87006,Hispanic,98,Kim,88000
87006,Hispanic,98,Kim,88000
87006,Hispanic,98,Kim,88000
87006,Hispanic,98,Kim,88000
87006,Hispanic,98,Kim,88000
87006,Hispanic,98,Kim,88000
87006,Hispanic,98,Kim,88000
87006,Hispanic,98,Kim,88000
87006,Hispanic,98,Kim,88000
87006,Hispanic,98,Kim,88000
87006,Hispanic,98,Kim,88000
87008,Black,31,Der-Yeghiayan,10000
87008,Black,31,Der-Yeghiayan,10000
87008,Black,31,Der-Yeghiayan,10000
87008,Black,31,Der-Yeghiayan,10000
87008,Black,31,Der-Yeghiayan,10000
87008,Black,31,Der-Yeghiayan,10000
87010,Black,72,Tharp,15000
87010,Black,72,Tharp,15000
87010,Black,72,Tharp,15000
87010,Black,72,Tharp,15000
87012,White,111,Brown,7000
87012,White,111,Brown,7000
87012,White,111,Brown,7000
87012,White,111,Brown,7000
87012,White,111,Brown,7000
87012,White,111,Brown,7000
87012,White,111,Brown,7000
87012,White,111,Brown,7000
87012,White,111,Brown,7000
87012,White,111,Brown,7000
87013,Black,204,Conlon,55004
87013,Black,204,Conlon,55004
87016,Black,205,Hart,3500
87016,Black,205,Hart,3500
87018,Asian/Pacific Islander,32,Tharp Jr.,6000
87018,Asian/Pacific Islander,32,Tharp Jr.,6000
87022,Black,99,Lefkow,37500
87022,Black,99,Lefkow,37500
87022,Black,99,Lefkow,37500
87022,Black,99,Lefkow,37500
87022,Black,99,Lefkow,37500
87022,Black,99,Lefkow,37500
87022,Black,99,Lefkow,37500
87022,Black,99,Lefkow,37500
87022,Black,99,Lefkow,37500
87022,Black,99,Lefkow,37500
87022,Black,99,Lefkow,37500
87022,Black,99,Lefkow,37500
87024,Black,194,Leinenweber,22500
87024,Black,194,Leinenweber,22500
87028,Black,203,Cole,19000
87028,Black,203,Cole,19000
87030,White,72,Nordberg,10000
87030,White,72,Nordberg,10000
87032,Black,75,Coleman,100000
87032,Black,75,Coleman,100000
87034,White,204,Conlon,33000
87035,White,194,St. Eve,4100000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87036,Hispanic,98,Schenkier,75000
87037,Black,33,Kennelly,100000
87037,Black,33,Kennelly,100000
87037,Black,33,Kennelly,100000
87037,Black,33,Kennelly,100000
87037,Black,33,Kennelly,100000
87037,Black,33,Kennelly,100000
87037,Black,33,Kennelly,100000
87037,Black,33,Kennelly,100000
87037,Black,33,Kennelly,100000
87037,Black,33,Kennelly,100000
87037,Black,33,Kennelly,100000
87037,Black,33,Kennelly,100000
87037,Black,33,Kennelly,100000
87037,Black,33,Kennelly,100000
87037,Black,33,Kennelly,100000
87037,Black,33,Kennelly,100000
87037,Black,33,Kennelly,100000
87037,Black,33,Kennelly,100000
87038,"",194,Norgle,7500
87038,"",194,Norgle,7500
87039,Black,92,Bucklo,24436
87042,Black,98,Castillo,50000
87042,Black,98,Castillo,50000
87042,Black,98,Castillo,50000
87042,White,98,Castillo,50000
87042,White,98,Castillo,50000
87042,White,98,Castillo,50000
87042,Black,98,Castillo,50000
87042,Black,98,Castillo,50000
87042,Black,98,Castillo,50000
87042,White,98,Castillo,50000
87042,White,98,Castillo,50000
87042,White,98,Castillo,50000
87044,Black,204,Shadur,15001
87045,Black,205,Castillo,50000
87045,Black,205,Castillo,50000
87047,Hispanic,108,Norgle,10000
87047,Hispanic,108,Norgle,10000
87047,Hispanic,108,Norgle,10000
87047,Hispanic,108,Norgle,10000
87047,Hispanic,108,Norgle,10000
87047,Hispanic,108,Norgle,10000
87047,Hispanic,108,Norgle,10000
87047,Hispanic,108,Norgle,10000
87048,Black,194,"",1000
87048,Black,194,"",1000
87048,Black,194,"",1000
87048,Black,194,"",1000
87050,Black,205,Mason,1000
87051,Black,72,Darrah,25000
87051,Black,72,Darrah,25000
87051,Black,72,Darrah,25000
87051,Black,72,Darrah,25000
87051,Black,72,Darrah,25000
87051,Black,72,Darrah,25000
87052,White,189,Durkin,10500
87052,White,189,Durkin,10500
87052,White,189,Durkin,10500
87053,White,204,Grady,20000
87053,White,204,Grady,20000
87054,White,196,Lefkow,57500
87054,White,196,Lefkow,57500
87054,White,196,Lefkow,57500
87054,White,196,Lefkow,57500
87057,Black,194,Durkin,8750000
87057,Black,194,Durkin,8750000
87059,Black,204,Randye Kogan,60000
87059,Black,204,Randye Kogan,60000
87059,Black,204,Randye Kogan,60000
87061,Black,95,James N. O'hara,58546
87062,Black,204,Eileen O'Neill Burke,10000
87062,Black,204,Eileen O'Neill Burke,10000
87062,Black,204,Eileen O'Neill Burke,10000
87062,Black,204,Eileen O'Neill Burke,10000
87063,Black,204,Marcia Maras,15000
87064,Black,105,Randye Kogan,5000
87064,Black,105,Randye Kogan,5000
87064,Black,105,Randye Kogan,5000
87064,Black,105,Randye Kogan,5000
87064,Black,105,Randye Kogan,5000
87064,Black,105,Randye Kogan,5000
87064,Black,105,Randye Kogan,5000
87064,Black,105,Randye Kogan,5000
87064,Black,105,Randye Kogan,5000
87064,Black,105,Randye Kogan,5000
87064,Black,105,Randye Kogan,5000
87064,Black,105,Randye Kogan,5000
87069,Black,75,Brewer Eileen,1200000
87069,Black,75,Brewer Eileen,1200000
87069,Black,75,Brewer Eileen,1200000
87069,Black,75,Brewer Eileen,1200000
87070,Black,204,Ronald S. Davis,18000
87070,Black,204,Ronald S. Davis,18000
87070,Black,204,Ronald S. Davis,18000
87070,Black,204,Ronald S. Davis,18000
87072,Black,32,James P. Flannery,7250
87072,Black,32,James P. Flannery,7250
87074,Black,140,Cassandra Lewis,1000
87076,"",108,Feinerman,99000
87076,"",108,Feinerman,99000
87076,"",108,Feinerman,99000
87076,"",108,Feinerman,99000
87076,"",108,Feinerman,99000
87076,"",108,Feinerman,99000
87078,White,204,Kocoras,12000
87080,Black,98,Kocoras,5000
87080,Black,98,Kocoras,5000
87080,Black,98,Kocoras,5000
87080,Black,98,Kocoras,5000
87080,Black,98,Kocoras,5000
87080,Black,98,Kocoras,5000
87080,Black,98,Kocoras,5000
87080,Black,98,Kocoras,5000
87080,Black,98,Kocoras,5000
87080,Black,98,Kocoras,5000
87080,Black,98,Kocoras,5000
87080,Black,98,Kocoras,5000
87080,Black,98,Kocoras,5000
87080,Black,98,Kocoras,5000
87080,Black,98,Kocoras,5000
87080,Black,98,Kocoras,5000
87080,Black,98,Kocoras,5000
87080,Black,98,Kocoras,5000
87081,Black,98,Zagel,15000
87081,Black,98,Zagel,15000
87081,Black,98,Zagel,15000
87081,Black,98,Zagel,15000
87081,Black,98,Zagel,15000
87081,Black,98,Zagel,15000
87081,Black,98,Zagel,15000
87081,Black,98,Zagel,15000
87083,White,94,Kennelly,27500
87083,White,94,Kennelly,27500
87083,White,94,Kennelly,27500
87083,White,94,Kennelly,27500
87083,Hispanic,94,Kennelly,27500
87083,Hispanic,94,Kennelly,27500
87083,Hispanic,94,Kennelly,27500
87083,Hispanic,94,Kennelly,27500
87084,White,215,Rowland,24000
87084,White,215,Rowland,24000
87085,Black,208,Pallmeyer,50001
87085,Black,208,Pallmeyer,50001
87086,Black,204,Pallmeyer,10000
87086,Black,204,Pallmeyer,10000
87087,Black,108,Zagel,11000
