allegation_id,race,primary_cause,judge,settlement_num
86947,Black,Extended detention,Manning,20000
86947,Black,Extended detention,Manning,20000
86947,Black,Extended detention,Manning,20000
86947,Black,Extended detention,Manning,20000
86950,Black,Illegal search/seizure,"",5000
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86951,Black,False arrest,Leinenweber,67500
86952,Black,Excessive force-serious,"",75000
86955,Black,Other police misconduct,Feinerman,25000
86955,Black,Other police misconduct,Feinerman,25000
86955,Black,Other police misconduct,Feinerman,25000
86955,Black,Other police misconduct,Feinerman,25000
86955,Black,Other police misconduct,Feinerman,25000
86955,Black,Other police misconduct,Feinerman,25000
86955,Black,Other police misconduct,Feinerman,25000
86955,Black,Other police misconduct,Feinerman,25000
86955,Black,Other police misconduct,Feinerman,25000
86955,Black,Other police misconduct,Feinerman,25000
86956,White,Excessive force-minor,Grady,2500
86956,White,Excessive force-minor,Grady,2500
86957,Hispanic,False arrest,Kathy M. Flanagan,5000
86957,Hispanic,False arrest,Kathy M. Flanagan,5000
86957,Hispanic,False arrest,Kathy M. Flanagan,5000
86957,Hispanic,False arrest,Kathy M. Flanagan,5000
86957,Hispanic,False arrest,Kathy M. Flanagan,5000
86957,Hispanic,False arrest,Kathy M. Flanagan,5000
86957,Hispanic,False arrest,Kathy M. Flanagan,5000
86957,Hispanic,False arrest,Kathy M. Flanagan,5000
86957,Hispanic,False arrest,Kathy M. Flanagan,5000
86957,Hispanic,False arrest,Kathy M. Flanagan,5000
86957,Hispanic,False arrest,Kathy M. Flanagan,5000
86957,Hispanic,False arrest,Kathy M. Flanagan,5000
86959,Black,Excessive force-serious,Elizabeth M. Budzinski,30000
86959,Black,Excessive force-serious,Elizabeth M. Budzinski,30000
86959,Black,Excessive force-serious,Elizabeth M. Budzinski,30000
86959,Black,Excessive force-serious,Elizabeth M. Budzinski,30000
86959,Black,Excessive force-serious,Elizabeth M. Budzinski,30000
86959,Black,Excessive force-serious,Elizabeth M. Budzinski,30000
86961,Black,Illinois Domestic Violence Act violation,John P. Callahan,37500
86961,Black,Illinois Domestic Violence Act violation,John P. Callahan,37500
86962,Black,Malicious prosecution,Jeffrey Lawrence,43000
86962,Black,Malicious prosecution,Jeffrey Lawrence,43000
86962,Black,Malicious prosecution,Jeffrey Lawrence,43000
86965,Black,Excessive force-minor,Lefkow,1500
86965,Black,Excessive force-minor,Lefkow,1500
86965,Black,Excessive force-minor,Lefkow,1500
86965,Black,Excessive force-minor,Lefkow,1500
86965,Black,Excessive force-minor,Lefkow,1500
86965,Black,Excessive force-minor,Lefkow,1500
86971,White,False arrest,Gottschall,10000
86971,White,False arrest,Gottschall,10000
86971,White,False arrest,Gottschall,10000
86971,White,False arrest,Gottschall,10000
86971,White,False arrest,Gottschall,10000
86971,White,False arrest,Gottschall,10000
86971,White,False arrest,Gottschall,10000
86971,White,False arrest,Gottschall,10000
86971,White,False arrest,Gottschall,10000
86971,White,False arrest,Gottschall,10000
86971,White,False arrest,Gottschall,10000
86971,White,False arrest,Gottschall,10000
86971,White,False arrest,Gottschall,10000
86971,White,False arrest,Gottschall,10000
86971,White,False arrest,Gottschall,10000
86971,White,False arrest,Gottschall,10000
86971,White,False arrest,Gottschall,10000
86971,White,False arrest,Gottschall,10000
86971,White,False arrest,Gottschall,10000
86971,White,False arrest,Gottschall,10000
86972,Black,False arrest,Kocoras,75000
86972,Black,False arrest,Kocoras,75000
86974,Black,Excessive force-serious,Bucklo,99000
86974,Black,Excessive force-serious,Bucklo,99000
86976,Black,False arrest,Bucklo,25000
86977,Black,False arrest,Guzman,90000
86977,Black,False arrest,Guzman,90000
86978,White,Excessive force-serious,Lefkow,6000
86978,White,Excessive force-serious,Lefkow,6000
86981,White,False arrest,St. Eve,16250
86983,Black,False arrest,Guzman,80000
86983,Black,False arrest,Guzman,80000
86985,Black,False arrest,Guzman,15002
86985,Black,False arrest,Guzman,15002
86985,Black,False arrest,Guzman,15002
86985,Black,False arrest,Guzman,15002
86987,Black,Illegal search/seizure,Brown,400000
86987,Black,Illegal search/seizure,Brown,400000
86992,White,Excessive force-minor,Tharp Jr.,15000
86992,White,Excessive force-minor,Tharp Jr.,15000
86994,Black,False arrest,Darrah,99000
86994,Black,False arrest,Darrah,99000
86998,White,False arrest,Coleman,100000
86998,White,False arrest,Coleman,100000
86999,Black,False arrest,Durkin,125000
86999,Black,False arrest,Durkin,125000
86999,Black,False arrest,Durkin,125000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87001,Black,False arrest,Leinenweber,100000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87002,Black,False arrest,Kennelly,30000
87003,Black,False arrest,Marovich,60000
87006,Hispanic,False arrest,Kim,88000
87006,Hispanic,False arrest,Kim,88000
87006,Hispanic,False arrest,Kim,88000
87006,Hispanic,False arrest,Kim,88000
87006,Hispanic,False arrest,Kim,88000
87006,Hispanic,False arrest,Kim,88000
87006,Hispanic,False arrest,Kim,88000
87006,Hispanic,False arrest,Kim,88000
87006,Hispanic,False arrest,Kim,88000
87006,Hispanic,False arrest,Kim,88000
87006,Hispanic,False arrest,Kim,88000
87006,Hispanic,False arrest,Kim,88000
87008,Black,Excessive force,Der-Yeghiayan,10000
87008,Black,Excessive force,Der-Yeghiayan,10000
87008,Black,Excessive force,Der-Yeghiayan,10000
87008,Black,Excessive force,Der-Yeghiayan,10000
87008,Black,Excessive force,Der-Yeghiayan,10000
87008,Black,Excessive force,Der-Yeghiayan,10000
87010,Black,False arrest,Tharp,15000
87010,Black,False arrest,Tharp,15000
87010,Black,False arrest,Tharp,15000
87010,Black,False arrest,Tharp,15000
87012,White,Excessive force,Brown,7000
87012,White,Excessive force,Brown,7000
87012,White,Excessive force,Brown,7000
87012,White,Excessive force,Brown,7000
87012,White,Excessive force,Brown,7000
87012,White,Excessive force,Brown,7000
87012,White,Excessive force,Brown,7000
87012,White,Excessive force,Brown,7000
87012,White,Excessive force,Brown,7000
87012,White,Excessive force,Brown,7000
87013,Black,Illegal search/seizure,Conlon,55004
87013,Black,Illegal search/seizure,Conlon,55004
87016,Black,False arrest,Hart,3500
87016,Black,False arrest,Hart,3500
87018,Asian/Pacific Islander,False arrest,Tharp Jr.,6000
87018,Asian/Pacific Islander,False arrest,Tharp Jr.,6000
87022,Black,Excessive force,Lefkow,37500
87022,Black,Excessive force,Lefkow,37500
87022,Black,Excessive force,Lefkow,37500
87022,Black,Excessive force,Lefkow,37500
87022,Black,Excessive force,Lefkow,37500
87022,Black,Excessive force,Lefkow,37500
87022,Black,Excessive force,Lefkow,37500
87022,Black,Excessive force,Lefkow,37500
87022,Black,Excessive force,Lefkow,37500
87022,Black,Excessive force,Lefkow,37500
87022,Black,Excessive force,Lefkow,37500
87022,Black,Excessive force,Lefkow,37500
87024,Black,False arrest,Leinenweber,22500
87024,Black,False arrest,Leinenweber,22500
87028,Black,False arrest,Cole,19000
87028,Black,False arrest,Cole,19000
87030,White,Excessive force-minor,Nordberg,10000
87030,White,Excessive force-minor,Nordberg,10000
87032,Black,False arrest,Coleman,100000
87032,Black,False arrest,Coleman,100000
87034,White,Illegal search/seizure,Conlon,33000
87035,White,Excessive force-serious,St. Eve,4100000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87036,Hispanic,Excessive force,Schenkier,75000
87037,Black,Excessive force,Kennelly,100000
87037,Black,Excessive force,Kennelly,100000
87037,Black,Excessive force,Kennelly,100000
87037,Black,Excessive force,Kennelly,100000
87037,Black,Excessive force,Kennelly,100000
87037,Black,Excessive force,Kennelly,100000
87037,Black,Excessive force,Kennelly,100000
87037,Black,Excessive force,Kennelly,100000
87037,Black,Excessive force,Kennelly,100000
87037,Black,Excessive force,Kennelly,100000
87037,Black,Excessive force,Kennelly,100000
87037,Black,Excessive force,Kennelly,100000
87037,Black,Excessive force,Kennelly,100000
87037,Black,Excessive force,Kennelly,100000
87037,Black,Excessive force,Kennelly,100000
87037,Black,Excessive force,Kennelly,100000
87037,Black,Excessive force,Kennelly,100000
87037,Black,Excessive force,Kennelly,100000
87038,"",Excessive force-minor,Norgle,7500
87038,"",Excessive force-minor,Norgle,7500
87039,Black,Excessive force,Bucklo,24436
87042,Black,False arrest,Castillo,50000
87042,Black,False arrest,Castillo,50000
87042,Black,False arrest,Castillo,50000
87042,White,False arrest,Castillo,50000
87042,White,False arrest,Castillo,50000
87042,White,False arrest,Castillo,50000
87042,Black,False arrest,Castillo,50000
87042,Black,False arrest,Castillo,50000
87042,Black,False arrest,Castillo,50000
87042,White,False arrest,Castillo,50000
87042,White,False arrest,Castillo,50000
87042,White,False arrest,Castillo,50000
87044,Black,Excessive force-minor,Shadur,15001
87045,Black,False arrest,Castillo,50000
87045,Black,False arrest,Castillo,50000
87047,Hispanic,Illegal search/seizure,Norgle,10000
87047,Hispanic,Illegal search/seizure,Norgle,10000
87047,Hispanic,Illegal search/seizure,Norgle,10000
87047,Hispanic,Illegal search/seizure,Norgle,10000
87047,Hispanic,Illegal search/seizure,Norgle,10000
87047,Hispanic,Illegal search/seizure,Norgle,10000
87047,Hispanic,Illegal search/seizure,Norgle,10000
87047,Hispanic,Illegal search/seizure,Norgle,10000
87048,Black,Excessive force,"",1000
87048,Black,Excessive force,"",1000
87048,Black,Excessive force,"",1000
87048,Black,Excessive force,"",1000
87050,Black,Excessive force-minor,Mason,1000
87051,Black,False arrest,Darrah,25000
87051,Black,False arrest,Darrah,25000
87051,Black,False arrest,Darrah,25000
87051,Black,False arrest,Darrah,25000
87051,Black,False arrest,Darrah,25000
87051,Black,False arrest,Darrah,25000
87052,White,False arrest,Durkin,10500
87052,White,False arrest,Durkin,10500
87052,White,False arrest,Durkin,10500
87053,White,Excessive force-minor,Grady,20000
87053,White,Excessive force-minor,Grady,20000
87054,White,Excessive force,Lefkow,57500
87054,White,Excessive force,Lefkow,57500
87054,White,Excessive force,Lefkow,57500
87054,White,Excessive force,Lefkow,57500
87057,Black,Reversed conviction,Durkin,8750000
87057,Black,Reversed conviction,Durkin,8750000
87059,Black,Failure to provide medical care,Randye Kogan,60000
87059,Black,Failure to provide medical care,Randye Kogan,60000
87059,Black,Failure to provide medical care,Randye Kogan,60000
87061,Black,Excessive force-serious,James N. O'hara,58546
87062,Black,False arrest,Eileen O'Neill Burke,10000
87062,Black,False arrest,Eileen O'Neill Burke,10000
87062,Black,False arrest,Eileen O'Neill Burke,10000
87062,Black,False arrest,Eileen O'Neill Burke,10000
87063,Black,False arrest,Marcia Maras,15000
87064,Black,Malicious prosecution,Randye Kogan,5000
87064,Black,Malicious prosecution,Randye Kogan,5000
87064,Black,Malicious prosecution,Randye Kogan,5000
87064,Black,Malicious prosecution,Randye Kogan,5000
87064,Black,Malicious prosecution,Randye Kogan,5000
87064,Black,Malicious prosecution,Randye Kogan,5000
87064,Black,Malicious prosecution,Randye Kogan,5000
87064,Black,Malicious prosecution,Randye Kogan,5000
87064,Black,Malicious prosecution,Randye Kogan,5000
87064,Black,Malicious prosecution,Randye Kogan,5000
87064,Black,Malicious prosecution,Randye Kogan,5000
87064,Black,Malicious prosecution,Randye Kogan,5000
87069,Black,Extended detention,Brewer Eileen,1200000
87069,Black,Extended detention,Brewer Eileen,1200000
87069,Black,Extended detention,Brewer Eileen,1200000
87069,Black,Extended detention,Brewer Eileen,1200000
87070,Black,Malicious prosecution,Ronald S. Davis,18000
87070,Black,Malicious prosecution,Ronald S. Davis,18000
87070,Black,Malicious prosecution,Ronald S. Davis,18000
87070,Black,Malicious prosecution,Ronald S. Davis,18000
87072,Black,Other police misconduct,James P. Flannery,7250
87072,Black,Other police misconduct,James P. Flannery,7250
87074,Black,Other police misconduct,Cassandra Lewis,1000
87076,"",Excessive force-minor,Feinerman,99000
87076,"",Excessive force-minor,Feinerman,99000
87076,"",Excessive force-minor,Feinerman,99000
87076,"",Excessive force-minor,Feinerman,99000
87076,"",Excessive force-minor,Feinerman,99000
87076,"",Excessive force-minor,Feinerman,99000
87078,White,False arrest,Kocoras,12000
87080,Black,False arrest,Kocoras,5000
87080,Black,False arrest,Kocoras,5000
87080,Black,False arrest,Kocoras,5000
87080,Black,False arrest,Kocoras,5000
87080,Black,False arrest,Kocoras,5000
87080,Black,False arrest,Kocoras,5000
87080,Black,False arrest,Kocoras,5000
87080,Black,False arrest,Kocoras,5000
87080,Black,False arrest,Kocoras,5000
87080,Black,False arrest,Kocoras,5000
87080,Black,False arrest,Kocoras,5000
87080,Black,False arrest,Kocoras,5000
87080,Black,False arrest,Kocoras,5000
87080,Black,False arrest,Kocoras,5000
87080,Black,False arrest,Kocoras,5000
87080,Black,False arrest,Kocoras,5000
87080,Black,False arrest,Kocoras,5000
87080,Black,False arrest,Kocoras,5000
87081,Black,False arrest,Zagel,15000
87081,Black,False arrest,Zagel,15000
87081,Black,False arrest,Zagel,15000
87081,Black,False arrest,Zagel,15000
87081,Black,False arrest,Zagel,15000
87081,Black,False arrest,Zagel,15000
87081,Black,False arrest,Zagel,15000
87081,Black,False arrest,Zagel,15000
87083,White,Failure to provide medical care,Kennelly,27500
87083,White,Failure to provide medical care,Kennelly,27500
87083,White,Failure to provide medical care,Kennelly,27500
87083,White,Failure to provide medical care,Kennelly,27500
87083,Hispanic,Failure to provide medical care,Kennelly,27500
87083,Hispanic,Failure to provide medical care,Kennelly,27500
87083,Hispanic,Failure to provide medical care,Kennelly,27500
87083,Hispanic,Failure to provide medical care,Kennelly,27500
87084,White,Illegal search/seizure,Rowland,24000
87084,White,Illegal search/seizure,Rowland,24000
87085,Black,False arrest,Pallmeyer,50001
87085,Black,False arrest,Pallmeyer,50001
87086,Black,False arrest,Pallmeyer,10000
87086,Black,False arrest,Pallmeyer,10000
87087,Black,Excessive force-minor,Zagel,11000
87087,Black,Excessive force-minor,Zagel,11000
87088,Black,False arrest,Zagel,1000
87088,Black,False arrest,Zagel,1000
87088,Black,False arrest,Zagel,1000
87088,Black,False arrest,Zagel,1000
87089,Black,Excessive force-serious,Chang,25000
87089,Black,Excessive force-serious,Chang,25000
87089,Black,Excessive force-serious,Chang,25000
87089,Black,Excessive force-serious,Chang,25000
87089,Hispanic,Excessive force-serious,Chang,25000
87089,Hispanic,Excessive force-serious,Chang,25000
87089,Hispanic,Excessive force-serious,Chang,25000
87089,Hispanic,Excessive force-serious,Chang,25000
87089,Black,Excessive force-serious,Chang,25000
87089,Black,Excessive force-serious,Chang,25000
87089,Black,Excessive force-serious,Chang,25000
87089,Black,Excessive force-serious,Chang,25000
87089,Hispanic,Excessive force-serious,Chang,25000
87089,Hispanic,Excessive force-serious,Chang,25000
87089,Hispanic,Excessive force-serious,Chang,25000
87089,Hispanic,Excessive force-serious,Chang,25000
87090,Black,False arrest,Lefkow,10001
87090,Black,False arrest,Lefkow,10001
87090,Black,False arrest,Lefkow,10001
87090,Black,False arrest,Lefkow,10001
87090,Black,False arrest,Lefkow,10001
87090,Black,False arrest,Lefkow,10001
87090,Black,False arrest,Lefkow,10001
87090,Black,False arrest,Lefkow,10001
87091,Black,Excessive force-minor,Guzman,16000
87091,Black,Excessive force-minor,Guzman,16000
87093,Black,Excessive force-serious,Kendall,495000
87093,Black,Excessive force-serious,Kendall,495000
87093,Black,Excessive force-serious,Kendall,495000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87095,Hispanic,False arrest,Nordberg,60000
87097,Hispanic,Excessive force-serious,Gottschall,20000
87097,Hispanic,Excessive force-serious,Gottschall,20000
87100,White,False arrest,Kocoras,40000
87100,White,False arrest,Kocoras,40000
87101,Black,False arrest,Grady,50000
87103,Black,Excessive force-serious,Marovich,35001
87103,Black,Excessive force-serious,Marovich,35001
87103,Black,Excessive force-serious,Marovich,35001
87103,Black,Excessive force-serious,Marovich,35001
87103,Black,Excessive force-serious,Marovich,35001
87103,Black,Excessive force-serious,Marovich,35001
87103,Black,Excessive force-serious,Marovich,35001
87103,Black,Excessive force-serious,Marovich,35001
87103,Black,Excessive force-serious,Marovich,35001
87103,Black,Excessive force-serious,Marovich,35001
87103,Black,Excessive force-serious,Marovich,35001
87103,Black,Excessive force-serious,Marovich,35001
87103,Black,Excessive force-serious,Marovich,35001
87103,Black,Excessive force-serious,Marovich,35001
87103,Black,Excessive force-serious,Marovich,35001
87103,Black,Excessive force-serious,Marovich,35001
87105,Black,Excessive force,Tharp,25000
87105,Black,Excessive force,Tharp,25000
87105,Black,Excessive force,Tharp,25000
87105,Black,Excessive force,Tharp,25000
87105,Black,Excessive force,Tharp,25000
87105,Black,Excessive force,Tharp,25000
87105,Black,Excessive force,Tharp,25000
87105,Black,Excessive force,Tharp,25000
87107,Black,Excessive force,Gottschall,35000
87107,Black,Excessive force,Gottschall,35000
87107,Black,Excessive force,Gottschall,35000
87108,Black,False arrest,Norgle,7143
87108,Black,False arrest,Norgle,7143
87109,Black,Excessive force-minor,Castillo,7500
87109,Black,Excessive force-minor,Castillo,7500
87111,Black,False arrest,Bucklo,31000
87111,Black,False arrest,Bucklo,31000
87111,Black,False arrest,Bucklo,31000
87111,Black,False arrest,Bucklo,31000
87111,Black,False arrest,Bucklo,31000
87111,Black,False arrest,Bucklo,31000
87112,Black,False arrest,Feinerman,23500
87113,Black,False arrest,Der-Yeghiayan,2900
87113,Black,False arrest,Der-Yeghiayan,2900
87115,Black,Excessive force,Darrah,62500
87116,Hispanic,Excessive force-minor,Wood,10000
87116,Hispanic,Excessive force-minor,Wood,10000
87119,White,First Amendment violation,Kennelly,47100
87119,White,First Amendment violation,Kennelly,47100
87121,Black,False arrest,St. Eve,3500
87121,Black,False arrest,St. Eve,3500
87121,Black,False arrest,St. Eve,3500
87121,Black,False arrest,St. Eve,3500
87123,White,False arrest,Kendall,3750
87123,White,False arrest,Kendall,3750
87128,Hispanic,False arrest,Gottschall,80000
87128,Hispanic,False arrest,Gottschall,80000
87130,Black,False arrest,Kocoras,20001
87130,Black,False arrest,Kocoras,20001
87133,Black,False arrest,Guzman,75001
87134,White,Excessive force-serious,Blakey,78000
87134,White,Excessive force-serious,Blakey,78000
87137,White,Illegal search/seizure,Lefkow,48750
87137,White,Illegal search/seizure,Lefkow,48750
87137,White,Illegal search/seizure,Lefkow,48750
87137,White,Illegal search/seizure,Lefkow,48750
87137,White,Illegal search/seizure,Lefkow,48750
87137,White,Illegal search/seizure,Lefkow,48750
87137,White,Illegal search/seizure,Lefkow,48750
87137,White,Illegal search/seizure,Lefkow,48750
87137,White,Illegal search/seizure,Lefkow,48750
87137,White,Illegal search/seizure,Lefkow,48750
87137,White,Illegal search/seizure,Lefkow,48750
87137,White,Illegal search/seizure,Lefkow,48750
87139,Hispanic,Excessive force,Durkin,65000
87139,Hispanic,Excessive force,Durkin,65000
87145,Black,Excessive force,Darrah,70000
87145,Black,Excessive force,Darrah,70000
87146,Hispanic,Monell (policies and practices),Gettleman,55000
87148,Black,Illegal search/seizure,Pallmeyer,42000
87148,Black,Illegal search/seizure,Pallmeyer,42000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87153,Black,Illegal search/seizure,Durkin,45000
87155,Black,False arrest,Durkin,65000
87155,Black,False arrest,Durkin,65000
87158,Black,False arrest,Norgle,3500
87159,White,False arrest,Durkin,60001
87159,White,False arrest,Durkin,60001
87160,Hispanic,False arrest,Der-Yeghiayan,11000
87160,Hispanic,False arrest,Der-Yeghiayan,11000
87160,Hispanic,False arrest,Der-Yeghiayan,11000
87160,Hispanic,False arrest,Der-Yeghiayan,11000
87160,Hispanic,False arrest,Der-Yeghiayan,11000
87160,Hispanic,False arrest,Der-Yeghiayan,11000
87160,Hispanic,False arrest,Der-Yeghiayan,11000
87160,Hispanic,False arrest,Der-Yeghiayan,11000
87161,Black,False arrest,Feinerman,500
87161,Black,False arrest,Feinerman,500
87161,Black,False arrest,Feinerman,500
87161,Black,False arrest,Feinerman,500
87161,Black,False arrest,Feinerman,500
87161,Black,False arrest,Feinerman,500
87161,Black,False arrest,Feinerman,500
87161,Black,False arrest,Feinerman,500
87161,Black,False arrest,Feinerman,500
87161,Black,False arrest,Feinerman,500
87161,Black,False arrest,Feinerman,500
87161,Black,False arrest,Feinerman,500
87161,Black,False arrest,Feinerman,500
87161,Black,False arrest,Feinerman,500
87161,Black,False arrest,Feinerman,500
87161,Black,False arrest,Feinerman,500
87161,Black,False arrest,Feinerman,500
87161,Black,False arrest,Feinerman,500
87161,Black,False arrest,Feinerman,500
87161,Black,False arrest,Feinerman,500
87161,Black,False arrest,Feinerman,500
